  0%|          | 0/1504 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
`loss_type=None` was set in the config but it is unrecognised.Using the default loss: `ForCausalLMLoss`.
                                                   
{'loss': 2.0887, 'grad_norm': 111.62688446044922, 'learning_rate': 2e-05, 'mean_token_accuracy': 0.5554950833320618, 'epoch': 0.0}
{'loss': 0.5015, 'grad_norm': 4.557763576507568, 'learning_rate': 9.49468085106383e-06, 'mean_token_accuracy': 0.8170440793037415, 'epoch': 1.05}
{'loss': 0.5345, 'grad_norm': 9.744635581970215, 'learning_rate': 9.481382978723405e-06, 'mean_token_accuracy': 0.8410633206367493, 'epoch': 1.05}
{'loss': 0.5537, 'grad_norm': 4.865533828735352, 'learning_rate': 9.46808510638298e-06, 'mean_token_accuracy': 0.8257668614387512, 'epoch': 1.05}
{'loss': 0.4592, 'grad_norm': 3.983156204223633, 'learning_rate': 9.454787234042555e-06, 'mean_token_accuracy': 0.8597252368927002, 'epoch': 1.06}
{'loss': 0.5083, 'grad_norm': 4.5807204246521, 'learning_rate': 9.44148936170213e-06, 'mean_token_accuracy': 0.8399742841720581, 'epoch': 1.06}
{'loss': 0.4857, 'grad_norm': 5.258163928985596, 'learning_rate': 9.428191489361704e-06, 'mean_token_accuracy': 0.8521634340286255, 'epoch': 1.06}
{'loss': 0.4055, 'grad_norm': 4.391418933868408, 'learning_rate': 9.414893617021279e-06, 'mean_token_accuracy': 0.8524244427680969, 'epoch': 1.06}
{'loss': 0.4469, 'grad_norm': 4.656132221221924, 'learning_rate': 9.401595744680852e-06, 'mean_token_accuracy': 0.840452253818512, 'epoch': 1.06}
{'loss': 0.5204, 'grad_norm': 5.6082763671875, 'learning_rate': 9.388297872340426e-06, 'mean_token_accuracy': 0.8353765606880188, 'epoch': 1.06}
{'loss': 0.23, 'grad_norm': 4.263855457305908, 'learning_rate': 9.375000000000001e-06, 'mean_token_accuracy': 0.9187096953392029, 'epoch': 1.06}
{'loss': 0.2158, 'grad_norm': 2.9066076278686523, 'learning_rate': 9.361702127659576e-06, 'mean_token_accuracy': 0.9157894849777222, 'epoch': 1.07}
{'loss': 0.4816, 'grad_norm': 3.7729387283325195, 'learning_rate': 9.34840425531915e-06, 'mean_token_accuracy': 0.8318479061126709, 'epoch': 1.07}
{'loss': 0.6329, 'grad_norm': 3.5524022579193115, 'learning_rate': 9.335106382978723e-06, 'mean_token_accuracy': 0.8070086240768433, 'epoch': 1.07}
{'loss': 0.555, 'grad_norm': 5.300009250640869, 'learning_rate': 9.321808510638298e-06, 'mean_token_accuracy': 0.8268507122993469, 'epoch': 1.07}
{'loss': 0.4209, 'grad_norm': 3.8813531398773193, 'learning_rate': 9.308510638297872e-06, 'mean_token_accuracy': 0.8659658432006836, 'epoch': 1.07}
{'loss': 0.449, 'grad_norm': 5.648716449737549, 'learning_rate': 9.295212765957447e-06, 'mean_token_accuracy': 0.861806333065033, 'epoch': 1.07}
{'loss': 0.4654, 'grad_norm': 4.884548664093018, 'learning_rate': 9.281914893617022e-06, 'mean_token_accuracy': 0.8489425778388977, 'epoch': 1.07}
{'loss': 0.3554, 'grad_norm': 3.3937103748321533, 'learning_rate': 9.268617021276596e-06, 'mean_token_accuracy': 0.9027624130249023, 'epoch': 1.07}
{'loss': 0.6801, 'grad_norm': 4.204446792602539, 'learning_rate': 9.255319148936171e-06, 'mean_token_accuracy': 0.8188134431838989, 'epoch': 1.08}
{'loss': 0.3812, 'grad_norm': 4.098191738128662, 'learning_rate': 9.242021276595746e-06, 'mean_token_accuracy': 0.8832402229309082, 'epoch': 1.08}
{'loss': 0.3659, 'grad_norm': 5.740963459014893, 'learning_rate': 9.22872340425532e-06, 'mean_token_accuracy': 0.8774728775024414, 'epoch': 1.08}
{'loss': 0.3204, 'grad_norm': 5.660109519958496, 'learning_rate': 9.215425531914895e-06, 'mean_token_accuracy': 0.8941908478736877, 'epoch': 1.08}
{'loss': 0.564, 'grad_norm': 7.290376663208008, 'learning_rate': 9.20212765957447e-06, 'mean_token_accuracy': 0.8279258608818054, 'epoch': 1.08}
{'loss': 0.5746, 'grad_norm': 5.100988388061523, 'learning_rate': 9.188829787234044e-06, 'mean_token_accuracy': 0.830428957939148, 'epoch': 1.08}
{'loss': 0.3869, 'grad_norm': 3.5009422302246094, 'learning_rate': 9.175531914893617e-06, 'mean_token_accuracy': 0.8623141646385193, 'epoch': 1.08}
{'loss': 0.2988, 'grad_norm': 3.6513278484344482, 'learning_rate': 9.162234042553192e-06, 'mean_token_accuracy': 0.9177456498146057, 'epoch': 1.09}
{'loss': 0.5762, 'grad_norm': 4.709813117980957, 'learning_rate': 9.148936170212767e-06, 'mean_token_accuracy': 0.8279386758804321, 'epoch': 1.09}
{'loss': 0.47, 'grad_norm': 4.091422080993652, 'learning_rate': 9.135638297872341e-06, 'mean_token_accuracy': 0.8266128897666931, 'epoch': 1.09}
{'loss': 0.3169, 'grad_norm': 5.51453971862793, 'learning_rate': 9.122340425531916e-06, 'mean_token_accuracy': 0.8880926370620728, 'epoch': 1.09}
{'loss': 0.3257, 'grad_norm': 6.276779651641846, 'learning_rate': 9.10904255319149e-06, 'mean_token_accuracy': 0.8795022964477539, 'epoch': 1.09}
{'loss': 0.3742, 'grad_norm': 4.358697891235352, 'learning_rate': 9.095744680851063e-06, 'mean_token_accuracy': 0.8791055083274841, 'epoch': 1.09}
{'loss': 0.4281, 'grad_norm': 4.644924163818359, 'learning_rate': 9.082446808510638e-06, 'mean_token_accuracy': 0.8673927187919617, 'epoch': 1.09}
{'loss': 0.614, 'grad_norm': 4.303060054779053, 'learning_rate': 9.069148936170213e-06, 'mean_token_accuracy': 0.8175182342529297, 'epoch': 1.09}
{'loss': 0.6087, 'grad_norm': 3.9566597938537598, 'learning_rate': 9.055851063829787e-06, 'mean_token_accuracy': 0.7866109013557434, 'epoch': 1.1}
{'loss': 0.543, 'grad_norm': 4.583375453948975, 'learning_rate': 9.042553191489362e-06, 'mean_token_accuracy': 0.8206307291984558, 'epoch': 1.1}
{'loss': 0.3364, 'grad_norm': 4.071764945983887, 'learning_rate': 9.029255319148937e-06, 'mean_token_accuracy': 0.8918309807777405, 'epoch': 1.1}
{'loss': 0.5381, 'grad_norm': 5.167376518249512, 'learning_rate': 9.015957446808511e-06, 'mean_token_accuracy': 0.8146582245826721, 'epoch': 1.1}
{'loss': 0.3625, 'grad_norm': 4.2554521560668945, 'learning_rate': 9.002659574468086e-06, 'mean_token_accuracy': 0.8733624219894409, 'epoch': 1.1}
{'loss': 0.2619, 'grad_norm': 4.127179145812988, 'learning_rate': 8.98936170212766e-06, 'mean_token_accuracy': 0.9130752086639404, 'epoch': 1.1}
{'loss': 0.3004, 'grad_norm': 5.390109539031982, 'learning_rate': 8.976063829787235e-06, 'mean_token_accuracy': 0.8957675099372864, 'epoch': 1.1}
{'loss': 0.2614, 'grad_norm': 3.680039167404175, 'learning_rate': 8.96276595744681e-06, 'mean_token_accuracy': 0.9116997718811035, 'epoch': 1.11}
{'loss': 0.5484, 'grad_norm': 6.250367164611816, 'learning_rate': 8.949468085106385e-06, 'mean_token_accuracy': 0.7944099307060242, 'epoch': 1.11}
{'loss': 0.5295, 'grad_norm': 3.7959461212158203, 'learning_rate': 8.936170212765958e-06, 'mean_token_accuracy': 0.8417684435844421, 'epoch': 1.11}
{'loss': 0.5619, 'grad_norm': 4.193624496459961, 'learning_rate': 8.922872340425532e-06, 'mean_token_accuracy': 0.8329645991325378, 'epoch': 1.11}
{'loss': 0.2023, 'grad_norm': 3.291865348815918, 'learning_rate': 8.909574468085107e-06, 'mean_token_accuracy': 0.9291598200798035, 'epoch': 1.11}
{'loss': 0.2705, 'grad_norm': 3.6710076332092285, 'learning_rate': 8.896276595744681e-06, 'mean_token_accuracy': 0.9066951274871826, 'epoch': 1.11}
{'loss': 0.5627, 'grad_norm': 5.74462890625, 'learning_rate': 8.882978723404256e-06, 'mean_token_accuracy': 0.8106468915939331, 'epoch': 1.11}
{'loss': 0.2907, 'grad_norm': 2.8513007164001465, 'learning_rate': 8.86968085106383e-06, 'mean_token_accuracy': 0.8982118368148804, 'epoch': 1.11}
{'loss': 0.4889, 'grad_norm': 6.110023498535156, 'learning_rate': 8.856382978723404e-06, 'mean_token_accuracy': 0.8579577803611755, 'epoch': 1.12}
{'loss': 0.3722, 'grad_norm': 3.5136325359344482, 'learning_rate': 8.84308510638298e-06, 'mean_token_accuracy': 0.8647642731666565, 'epoch': 1.12}
{'loss': 0.4098, 'grad_norm': 4.22591495513916, 'learning_rate': 8.829787234042555e-06, 'mean_token_accuracy': 0.8676108121871948, 'epoch': 1.12}
{'loss': 0.6359, 'grad_norm': 5.466540813446045, 'learning_rate': 8.81648936170213e-06, 'mean_token_accuracy': 0.8343403935432434, 'epoch': 1.12}
{'loss': 0.6421, 'grad_norm': 6.081046104431152, 'learning_rate': 8.803191489361704e-06, 'mean_token_accuracy': 0.7893872857093811, 'epoch': 1.12}
{'loss': 0.2924, 'grad_norm': 8.216485977172852, 'learning_rate': 8.789893617021279e-06, 'mean_token_accuracy': 0.8854688405990601, 'epoch': 1.12}
{'loss': 0.4352, 'grad_norm': 3.2094385623931885, 'learning_rate': 8.776595744680852e-06, 'mean_token_accuracy': 0.8447852730751038, 'epoch': 1.12}
{'loss': 0.1676, 'grad_norm': 2.9566688537597656, 'learning_rate': 8.763297872340426e-06, 'mean_token_accuracy': 0.9409317970275879, 'epoch': 1.12}
{'loss': 0.3758, 'grad_norm': 3.559384346008301, 'learning_rate': 8.750000000000001e-06, 'mean_token_accuracy': 0.8746952414512634, 'epoch': 1.13}
{'loss': 0.2476, 'grad_norm': 6.286457061767578, 'learning_rate': 8.736702127659576e-06, 'mean_token_accuracy': 0.9030864238739014, 'epoch': 1.13}
{'loss': 0.3133, 'grad_norm': 4.622311592102051, 'learning_rate': 8.72340425531915e-06, 'mean_token_accuracy': 0.8934524059295654, 'epoch': 1.13}
{'loss': 0.4061, 'grad_norm': 5.150131702423096, 'learning_rate': 8.710106382978723e-06, 'mean_token_accuracy': 0.8605359196662903, 'epoch': 1.13}
{'loss': 0.2923, 'grad_norm': 4.726315498352051, 'learning_rate': 8.696808510638298e-06, 'mean_token_accuracy': 0.9100850820541382, 'epoch': 1.13}
{'loss': 0.3601, 'grad_norm': 4.29685115814209, 'learning_rate': 8.683510638297872e-06, 'mean_token_accuracy': 0.8997395634651184, 'epoch': 1.13}
{'loss': 0.2266, 'grad_norm': 3.250354051589966, 'learning_rate': 8.670212765957447e-06, 'mean_token_accuracy': 0.9326639175415039, 'epoch': 1.13}
{'loss': 0.1593, 'grad_norm': 6.567002773284912, 'learning_rate': 8.656914893617022e-06, 'mean_token_accuracy': 0.9543071389198303, 'epoch': 1.14}
{'loss': 0.4095, 'grad_norm': 4.326090335845947, 'learning_rate': 8.643617021276596e-06, 'mean_token_accuracy': 0.8552916049957275, 'epoch': 1.14}
{'loss': 0.4664, 'grad_norm': 4.449551582336426, 'learning_rate': 8.630319148936171e-06, 'mean_token_accuracy': 0.8624849319458008, 'epoch': 1.14}
{'loss': 0.4519, 'grad_norm': 4.901450157165527, 'learning_rate': 8.617021276595746e-06, 'mean_token_accuracy': 0.8601931929588318, 'epoch': 1.14}
{'loss': 0.6069, 'grad_norm': 6.782379627227783, 'learning_rate': 8.60372340425532e-06, 'mean_token_accuracy': 0.8081328868865967, 'epoch': 1.14}
{'loss': 0.3937, 'grad_norm': 4.429477214813232, 'learning_rate': 8.590425531914895e-06, 'mean_token_accuracy': 0.8900203704833984, 'epoch': 1.14}
{'loss': 0.4297, 'grad_norm': 4.652295112609863, 'learning_rate': 8.57712765957447e-06, 'mean_token_accuracy': 0.8752968907356262, 'epoch': 1.14}
{'loss': 0.3562, 'grad_norm': 5.09029483795166, 'learning_rate': 8.563829787234044e-06, 'mean_token_accuracy': 0.8832116723060608, 'epoch': 1.14}
{'loss': 0.3437, 'grad_norm': 4.8862810134887695, 'learning_rate': 8.550531914893617e-06, 'mean_token_accuracy': 0.8861127495765686, 'epoch': 1.15}
{'loss': 0.4901, 'grad_norm': 5.7538743019104, 'learning_rate': 8.537234042553192e-06, 'mean_token_accuracy': 0.8499062061309814, 'epoch': 1.15}
{'loss': 0.6251, 'grad_norm': 5.686061859130859, 'learning_rate': 8.523936170212767e-06, 'mean_token_accuracy': 0.7918239235877991, 'epoch': 1.15}
{'loss': 0.1771, 'grad_norm': 5.226164817810059, 'learning_rate': 8.510638297872341e-06, 'mean_token_accuracy': 0.9337055087089539, 'epoch': 1.15}
{'loss': 0.3634, 'grad_norm': 4.244737148284912, 'learning_rate': 8.497340425531916e-06, 'mean_token_accuracy': 0.8946684002876282, 'epoch': 1.15}
{'loss': 0.5619, 'grad_norm': 6.233445167541504, 'learning_rate': 8.48404255319149e-06, 'mean_token_accuracy': 0.8157575726509094, 'epoch': 1.15}
{'loss': 0.2274, 'grad_norm': 3.4586825370788574, 'learning_rate': 8.470744680851063e-06, 'mean_token_accuracy': 0.9094790816307068, 'epoch': 1.15}
{'loss': 0.3244, 'grad_norm': 3.53298020362854, 'learning_rate': 8.457446808510638e-06, 'mean_token_accuracy': 0.8981645703315735, 'epoch': 1.16}
{'loss': 0.3453, 'grad_norm': 4.281496047973633, 'learning_rate': 8.444148936170213e-06, 'mean_token_accuracy': 0.893081784248352, 'epoch': 1.16}
{'loss': 0.3082, 'grad_norm': 6.664299964904785, 'learning_rate': 8.430851063829787e-06, 'mean_token_accuracy': 0.9021990895271301, 'epoch': 1.16}
{'loss': 0.3896, 'grad_norm': 3.4196090698242188, 'learning_rate': 8.417553191489362e-06, 'mean_token_accuracy': 0.8910964131355286, 'epoch': 1.16}
{'loss': 0.2675, 'grad_norm': 5.672628879547119, 'learning_rate': 8.404255319148937e-06, 'mean_token_accuracy': 0.9054263830184937, 'epoch': 1.16}
{'loss': 0.5213, 'grad_norm': 7.010089874267578, 'learning_rate': 8.390957446808511e-06, 'mean_token_accuracy': 0.8432835936546326, 'epoch': 1.16}
{'loss': 0.1444, 'grad_norm': 2.754983425140381, 'learning_rate': 8.377659574468086e-06, 'mean_token_accuracy': 0.947577953338623, 'epoch': 1.16}
{'loss': 0.3332, 'grad_norm': 4.848543643951416, 'learning_rate': 8.36436170212766e-06, 'mean_token_accuracy': 0.8858547210693359, 'epoch': 1.16}
{'loss': 0.6483, 'grad_norm': 6.453039169311523, 'learning_rate': 8.351063829787235e-06, 'mean_token_accuracy': 0.8076720833778381, 'epoch': 1.17}
{'loss': 0.5775, 'grad_norm': 10.73574161529541, 'learning_rate': 8.33776595744681e-06, 'mean_token_accuracy': 0.8202396631240845, 'epoch': 1.17}
{'loss': 0.5103, 'grad_norm': 12.664609909057617, 'learning_rate': 8.324468085106385e-06, 'mean_token_accuracy': 0.8388928174972534, 'epoch': 1.17}
{'loss': 0.4215, 'grad_norm': 5.874856948852539, 'learning_rate': 8.311170212765958e-06, 'mean_token_accuracy': 0.865694522857666, 'epoch': 1.17}
{'loss': 0.3199, 'grad_norm': 3.1954586505889893, 'learning_rate': 8.297872340425532e-06, 'mean_token_accuracy': 0.8973954319953918, 'epoch': 1.17}
{'loss': 0.3934, 'grad_norm': 5.0108747482299805, 'learning_rate': 8.284574468085107e-06, 'mean_token_accuracy': 0.8782089352607727, 'epoch': 1.17}
{'loss': 0.4997, 'grad_norm': 4.677177906036377, 'learning_rate': 8.271276595744682e-06, 'mean_token_accuracy': 0.8293333053588867, 'epoch': 1.17}
{'loss': 0.409, 'grad_norm': 4.768382549285889, 'learning_rate': 8.257978723404256e-06, 'mean_token_accuracy': 0.8517646789550781, 'epoch': 1.18}
{'loss': 0.4944, 'grad_norm': 5.721635818481445, 'learning_rate': 8.24468085106383e-06, 'mean_token_accuracy': 0.8378698229789734, 'epoch': 1.18}
{'loss': 0.539, 'grad_norm': 4.505298614501953, 'learning_rate': 8.231382978723404e-06, 'mean_token_accuracy': 0.8293135166168213, 'epoch': 1.18}
{'loss': 0.4006, 'grad_norm': 4.800326347351074, 'learning_rate': 8.218085106382978e-06, 'mean_token_accuracy': 0.8564814925193787, 'epoch': 1.18}
{'loss': 0.2954, 'grad_norm': 4.945498466491699, 'learning_rate': 8.204787234042553e-06, 'mean_token_accuracy': 0.9043243527412415, 'epoch': 1.18}
{'loss': 0.3499, 'grad_norm': 3.4112651348114014, 'learning_rate': 8.191489361702128e-06, 'mean_token_accuracy': 0.886546790599823, 'epoch': 1.18}
{'loss': 0.3648, 'grad_norm': 3.2596795558929443, 'learning_rate': 8.178191489361702e-06, 'mean_token_accuracy': 0.8787878751754761, 'epoch': 1.18}
{'loss': 0.3789, 'grad_norm': 3.5442347526550293, 'learning_rate': 8.164893617021277e-06, 'mean_token_accuracy': 0.8732897043228149, 'epoch': 1.18}
{'loss': 0.2514, 'grad_norm': 2.9294307231903076, 'learning_rate': 8.151595744680852e-06, 'mean_token_accuracy': 0.9200000166893005, 'epoch': 1.19}
{'loss': 0.4506, 'grad_norm': 6.074395179748535, 'learning_rate': 8.138297872340426e-06, 'mean_token_accuracy': 0.862940788269043, 'epoch': 1.19}
{'loss': 0.397, 'grad_norm': 3.466494560241699, 'learning_rate': 8.125000000000001e-06, 'mean_token_accuracy': 0.8774617314338684, 'epoch': 1.19}
{'loss': 0.3486, 'grad_norm': 3.946805477142334, 'learning_rate': 8.111702127659576e-06, 'mean_token_accuracy': 0.8846495151519775, 'epoch': 1.19}
{'loss': 0.3573, 'grad_norm': 4.020094394683838, 'learning_rate': 8.09840425531915e-06, 'mean_token_accuracy': 0.8748251795768738, 'epoch': 1.19}
{'loss': 0.3102, 'grad_norm': 3.620342254638672, 'learning_rate': 8.085106382978723e-06, 'mean_token_accuracy': 0.9017199277877808, 'epoch': 1.19}
{'loss': 0.5179, 'grad_norm': 5.465208053588867, 'learning_rate': 8.071808510638298e-06, 'mean_token_accuracy': 0.8283678889274597, 'epoch': 1.19}
{'loss': 0.5021, 'grad_norm': 4.5486860275268555, 'learning_rate': 8.058510638297873e-06, 'mean_token_accuracy': 0.8407803773880005, 'epoch': 1.2}
{'loss': 0.3329, 'grad_norm': 3.542860984802246, 'learning_rate': 8.045212765957447e-06, 'mean_token_accuracy': 0.8842291831970215, 'epoch': 1.2}
{'loss': 0.4695, 'grad_norm': 5.569822788238525, 'learning_rate': 8.031914893617022e-06, 'mean_token_accuracy': 0.8613469004631042, 'epoch': 1.2}
{'loss': 0.3885, 'grad_norm': 4.412125587463379, 'learning_rate': 8.018617021276596e-06, 'mean_token_accuracy': 0.8703466057777405, 'epoch': 1.2}
{'loss': 0.5503, 'grad_norm': 6.24598503112793, 'learning_rate': 8.005319148936171e-06, 'mean_token_accuracy': 0.8288339972496033, 'epoch': 1.2}
{'loss': 0.3935, 'grad_norm': 4.138186931610107, 'learning_rate': 7.992021276595746e-06, 'mean_token_accuracy': 0.8612368106842041, 'epoch': 1.2}
{'loss': 0.5866, 'grad_norm': 5.821495056152344, 'learning_rate': 7.97872340425532e-06, 'mean_token_accuracy': 0.8185998797416687, 'epoch': 1.2}
{'loss': 0.1891, 'grad_norm': 9.718753814697266, 'learning_rate': 7.965425531914895e-06, 'mean_token_accuracy': 0.9279279112815857, 'epoch': 1.2}
{'loss': 0.3791, 'grad_norm': 5.862846374511719, 'learning_rate': 7.95212765957447e-06, 'mean_token_accuracy': 0.8761593103408813, 'epoch': 1.21}
{'loss': 0.1417, 'grad_norm': 2.6305630207061768, 'learning_rate': 7.938829787234044e-06, 'mean_token_accuracy': 0.9500860571861267, 'epoch': 1.21}
{'loss': 0.4697, 'grad_norm': 3.845679998397827, 'learning_rate': 7.925531914893617e-06, 'mean_token_accuracy': 0.8610624670982361, 'epoch': 1.21}
{'loss': 0.4072, 'grad_norm': 4.94336462020874, 'learning_rate': 7.912234042553192e-06, 'mean_token_accuracy': 0.8662486672401428, 'epoch': 1.21}
{'loss': 0.143, 'grad_norm': 3.946432113647461, 'learning_rate': 7.898936170212767e-06, 'mean_token_accuracy': 0.9557080268859863, 'epoch': 1.21}
{'loss': 0.4034, 'grad_norm': 4.097529411315918, 'learning_rate': 7.885638297872341e-06, 'mean_token_accuracy': 0.8785158395767212, 'epoch': 1.21}
{'loss': 0.4255, 'grad_norm': 3.873331069946289, 'learning_rate': 7.872340425531916e-06, 'mean_token_accuracy': 0.8627684712409973, 'epoch': 1.21}
{'loss': 0.4362, 'grad_norm': 4.6842570304870605, 'learning_rate': 7.85904255319149e-06, 'mean_token_accuracy': 0.849481999874115, 'epoch': 1.22}
{'loss': 0.514, 'grad_norm': 6.803683757781982, 'learning_rate': 7.845744680851064e-06, 'mean_token_accuracy': 0.8394688963890076, 'epoch': 1.22}
{'loss': 0.1816, 'grad_norm': 2.293227195739746, 'learning_rate': 7.832446808510638e-06, 'mean_token_accuracy': 0.9363449811935425, 'epoch': 1.22}
{'loss': 0.2068, 'grad_norm': 2.4089457988739014, 'learning_rate': 7.819148936170213e-06, 'mean_token_accuracy': 0.9167303442955017, 'epoch': 1.22}
{'loss': 0.5777, 'grad_norm': 5.690319538116455, 'learning_rate': 7.805851063829787e-06, 'mean_token_accuracy': 0.8239954710006714, 'epoch': 1.22}
{'loss': 0.5283, 'grad_norm': 3.8803229331970215, 'learning_rate': 7.792553191489362e-06, 'mean_token_accuracy': 0.845604419708252, 'epoch': 1.22}
{'loss': 0.4722, 'grad_norm': 3.4030537605285645, 'learning_rate': 7.779255319148937e-06, 'mean_token_accuracy': 0.8373143672943115, 'epoch': 1.22}
{'loss': 0.2557, 'grad_norm': 3.7080509662628174, 'learning_rate': 7.765957446808511e-06, 'mean_token_accuracy': 0.9095371961593628, 'epoch': 1.22}
{'loss': 0.2672, 'grad_norm': 4.159947395324707, 'learning_rate': 7.752659574468086e-06, 'mean_token_accuracy': 0.9095354676246643, 'epoch': 1.23}
{'loss': 0.3196, 'grad_norm': 5.491133689880371, 'learning_rate': 7.73936170212766e-06, 'mean_token_accuracy': 0.8892551064491272, 'epoch': 1.23}
{'loss': 0.3703, 'grad_norm': 5.239986896514893, 'learning_rate': 7.726063829787235e-06, 'mean_token_accuracy': 0.8765206933021545, 'epoch': 1.23}
{'loss': 0.2823, 'grad_norm': 4.14946985244751, 'learning_rate': 7.71276595744681e-06, 'mean_token_accuracy': 0.9068360328674316, 'epoch': 1.23}
{'loss': 0.2067, 'grad_norm': 4.584622383117676, 'learning_rate': 7.699468085106385e-06, 'mean_token_accuracy': 0.9144116044044495, 'epoch': 1.23}
{'loss': 0.5108, 'grad_norm': 5.167069435119629, 'learning_rate': 7.686170212765958e-06, 'mean_token_accuracy': 0.8341288566589355, 'epoch': 1.23}
{'loss': 0.3712, 'grad_norm': 3.7155637741088867, 'learning_rate': 7.672872340425532e-06, 'mean_token_accuracy': 0.8861560225486755, 'epoch': 1.23}
{'loss': 0.523, 'grad_norm': 7.576329708099365, 'learning_rate': 7.659574468085107e-06, 'mean_token_accuracy': 0.8520315289497375, 'epoch': 1.24}
{'loss': 0.518, 'grad_norm': 4.204415321350098, 'learning_rate': 7.646276595744682e-06, 'mean_token_accuracy': 0.8243746757507324, 'epoch': 1.24}
{'loss': 0.5003, 'grad_norm': 4.180275917053223, 'learning_rate': 7.632978723404256e-06, 'mean_token_accuracy': 0.8359216451644897, 'epoch': 1.24}
{'loss': 0.2623, 'grad_norm': 3.543663501739502, 'learning_rate': 7.619680851063831e-06, 'mean_token_accuracy': 0.9010717272758484, 'epoch': 1.24}
{'loss': 0.6147, 'grad_norm': 8.129206657409668, 'learning_rate': 7.606382978723405e-06, 'mean_token_accuracy': 0.8141437768936157, 'epoch': 1.24}
{'loss': 0.5303, 'grad_norm': 5.267052173614502, 'learning_rate': 7.593085106382979e-06, 'mean_token_accuracy': 0.834429144859314, 'epoch': 1.24}
{'loss': 0.2261, 'grad_norm': 2.756592273712158, 'learning_rate': 7.579787234042554e-06, 'mean_token_accuracy': 0.9259749054908752, 'epoch': 1.24}
{'loss': 0.5844, 'grad_norm': 6.254420280456543, 'learning_rate': 7.566489361702129e-06, 'mean_token_accuracy': 0.7991211414337158, 'epoch': 1.24}
{'loss': 0.5594, 'grad_norm': 4.6818013191223145, 'learning_rate': 7.553191489361703e-06, 'mean_token_accuracy': 0.8275332450866699, 'epoch': 1.25}
{'loss': 0.2511, 'grad_norm': 3.696498394012451, 'learning_rate': 7.539893617021278e-06, 'mean_token_accuracy': 0.9161036014556885, 'epoch': 1.25}
{'loss': 0.1911, 'grad_norm': 3.436945676803589, 'learning_rate': 7.526595744680851e-06, 'mean_token_accuracy': 0.9249684810638428, 'epoch': 1.25}
{'loss': 0.2463, 'grad_norm': 3.7297780513763428, 'learning_rate': 7.5132978723404255e-06, 'mean_token_accuracy': 0.9183796644210815, 'epoch': 1.25}
{'loss': 0.317, 'grad_norm': 4.135392665863037, 'learning_rate': 7.500000000000001e-06, 'mean_token_accuracy': 0.8951311111450195, 'epoch': 1.25}
{'loss': 0.7286, 'grad_norm': 5.806153774261475, 'learning_rate': 7.486702127659576e-06, 'mean_token_accuracy': 0.7904642224311829, 'epoch': 1.25}
{'loss': 0.2531, 'grad_norm': 3.7610676288604736, 'learning_rate': 7.47340425531915e-06, 'mean_token_accuracy': 0.9094299674034119, 'epoch': 1.25}
{'loss': 0.1809, 'grad_norm': 3.174116611480713, 'learning_rate': 7.460106382978723e-06, 'mean_token_accuracy': 0.9533376693725586, 'epoch': 1.26}
{'loss': 0.3605, 'grad_norm': 4.196098804473877, 'learning_rate': 7.446808510638298e-06, 'mean_token_accuracy': 0.8911605477333069, 'epoch': 1.26}
{'loss': 0.5764, 'grad_norm': 5.028452396392822, 'learning_rate': 7.433510638297873e-06, 'mean_token_accuracy': 0.8323417901992798, 'epoch': 1.26}
{'loss': 0.5561, 'grad_norm': 6.898011684417725, 'learning_rate': 7.420212765957447e-06, 'mean_token_accuracy': 0.8435583114624023, 'epoch': 1.26}
{'loss': 0.536, 'grad_norm': 4.958740711212158, 'learning_rate': 7.406914893617022e-06, 'mean_token_accuracy': 0.8202108144760132, 'epoch': 1.26}
{'loss': 0.72, 'grad_norm': 5.824055194854736, 'learning_rate': 7.3936170212765965e-06, 'mean_token_accuracy': 0.7904191613197327, 'epoch': 1.26}
{'loss': 0.2333, 'grad_norm': 4.193646430969238, 'learning_rate': 7.38031914893617e-06, 'mean_token_accuracy': 0.9163424372673035, 'epoch': 1.26}
{'loss': 0.5647, 'grad_norm': 3.762606382369995, 'learning_rate': 7.367021276595745e-06, 'mean_token_accuracy': 0.8342077732086182, 'epoch': 1.26}
{'loss': 0.3106, 'grad_norm': 4.6578850746154785, 'learning_rate': 7.35372340425532e-06, 'mean_token_accuracy': 0.8947368264198303, 'epoch': 1.27}
{'loss': 0.4868, 'grad_norm': 6.056689262390137, 'learning_rate': 7.340425531914894e-06, 'mean_token_accuracy': 0.8334457278251648, 'epoch': 1.27}
{'loss': 0.4205, 'grad_norm': 6.2683539390563965, 'learning_rate': 7.327127659574469e-06, 'mean_token_accuracy': 0.8615676164627075, 'epoch': 1.27}
{'loss': 0.7102, 'grad_norm': 4.940432548522949, 'learning_rate': 7.313829787234044e-06, 'mean_token_accuracy': 0.8003318309783936, 'epoch': 1.27}
{'loss': 0.5049, 'grad_norm': 4.71938943862915, 'learning_rate': 7.300531914893617e-06, 'mean_token_accuracy': 0.8454000949859619, 'epoch': 1.27}
{'loss': 0.2791, 'grad_norm': 7.524400234222412, 'learning_rate': 7.287234042553192e-06, 'mean_token_accuracy': 0.9063625335693359, 'epoch': 1.27}
{'loss': 0.5795, 'grad_norm': 4.864375114440918, 'learning_rate': 7.273936170212767e-06, 'mean_token_accuracy': 0.8247252702713013, 'epoch': 1.27}
